IMD_Score,patient_count,pct_of_patients,cumulative_patients,cumulative_pct
2950,1,0.0,294424,27.18
2958,647,0.06,295071,27.24
2965,590,0.05,295661,27.3
2983,793,0.07,296454,27.37
2998,2,0.0,296456,27.37
3001,425,0.04,296881,27.41
3011,1,0.0,296882,27.41
3015,1,0.0,296883,27.41
3016,1,0.0,296884,27.41
3023,2,0.0,296886,27.41
3027,1,0.0,296887,27.41
3029,2,0.0,296889,27.41
3066,438,0.04,297327,27.45
3079,2,0.0,297329,27.45
3081,502,0.05,297831,27.5
3085,2,0.0,297833,27.5
3116,1,0.0,297834,27.5
3122,5,0.0,297839,27.5
3125,1,0.0,297840,27.5
3132,1,0.0,297841,27.5
3141,1,0.0,297842,27.5
3147,569,0.05,298411,27.55
3153,2,0.0,298413,27.55
3159,1,0.0,298414,27.55
3188,2,0.0,298416,27.55
3190,1,0.0,298417,27.55
3197,52,0.0,298469,27.56
3201,767,0.07,299236,27.63
3209,1,0.0,299237,27.63
3211,4,0.0,299241,27.63
3213,1,0.0,299242,27.63
3217,1,0.0,299243,27.63
3240,1,0.0,299244,27.63
3255,602,0.06,299846,27.68
3257,15,0.0,299861,27.68
3262,551,0.05,300412,27.74
3263,1,0.0,300413,27.74
3281,643,0.06,301056,27.8
3283,1,0.0,301057,27.8
3299,1055,0.1,302112,27.89
3302,667,0.06,302779,27.95
3308,36,0.0,302815,27.96
3316,1,0.0,302816,27.96
3326,1,0.0,302817,27.96
3327,589,0.05,303406,28.01
3337,1,0.0,303407,28.01
3349,743,0.07,304150,28.08
3357,1201,0.11,305351,28.19
3358,602,0.06,305953,28.25
3364,1,0.0,305954,28.25
3367,845,0.08,306799,28.33
3370,2,0.0,306801,28.33
3372,1,0.0,306802,28.33
3376,24,0.0,306826,28.33
3377,678,0.06,307504,28.39
3385,2,0.0,307506,28.39
3389,2,0.0,307508,28.39
3398,2,0.0,307510,28.39
3399,915,0.08,308425,28.48
3426,878,0.08,309303,28.56
3427,1,0.0,309304,28.56
3436,1,0.0,309305,28.56
3442,528,0.05,309833,28.61
3448,799,0.07,310632,28.68
3449,2,0.0,310634,28.68
3453,1,0.0,310635,28.68
3462,631,0.06,311266,28.74
3470,710,0.07,311976,28.8
3480,3,0.0,311979,28.8
3495,676,0.06,312655,28.87
3498,1,0.0,312656,28.87
3499,2,0.0,312658,28.87
3523,628,0.06,313286,28.92
3528,691,0.06,313977,28.99
3535,777,0.07,314754,29.06
3537,489,0.05,315243,29.11
3543,1075,0.1,316318,29.2
3545,1,0.0,316319,29.2
3553,635,0.06,316954,29.26
3559,1,0.0,316955,29.26
3561,830,0.08,317785,29.34
3562,503,0.05,318288,29.39
3579,1,0.0,318289,29.39
3583,1,0.0,318290,29.39
3590,2,0.0,318292,29.39
3611,742,0.07,319034,29.46
3618,762,0.07,319796,29.53
3619,2,0.0,319798,29.53
3623,3,0.0,319801,29.53
3633,1,0.0,319802,29.53
3635,1,0.0,319803,29.53
3636,1,0.0,319804,29.53
3648,749,0.07,320553,29.6
3654,804,0.07,321357,29.67
3663,1,0.0,321358,29.67
3676,2,0.0,321360,29.67
3691,1,0.0,321361,29.67
3694,910,0.08,322271,29.75
3705,1,0.0,322272,29.75
3707,1,0.0,322273,29.75
3714,800,0.07,323073,29.83
3719,654,0.06,323727,29.89
3721,4,0.0,323731,29.89
3727,1,0.0,323732,29.89
3732,1,0.0,323733,29.89
3735,424,0.04,324157,29.93
3736,1,0.0,324158,29.93
3737,1,0.0,324159,29.93
3748,377,0.03,324536,29.96
3751,667,0.06,325203,30.02
3752,769,0.07,325972,30.1
3757,1249,0.12,327221,30.21
3759,1,0.0,327222,30.21
3760,3,0.0,327225,30.21
3767,1,0.0,327226,30.21
3768,2,0.0,327228,30.21
3795,1,0.0,327229,30.21
3805,1,0.0,327230,30.21
3813,1,0.0,327231,30.21
3815,1,0.0,327232,30.21
3817,2,0.0,327234,30.21
3818,3,0.0,327237,30.21
3820,3,0.0,327240,30.21
3852,1,0.0,327241,30.21
3857,1,0.0,327242,30.21
3862,1,0.0,327243,30.21
3865,2,0.0,327245,30.21
3867,819,0.08,328064,30.29
3868,2,0.0,328066,30.29
3884,2,0.0,328068,30.29
3906,1,0.0,328069,30.29
3907,672,0.06,328741,30.35
3914,1,0.0,328742,30.35
3923,475,0.04,329217,30.4
3927,2,0.0,329219,30.4
3937,741,0.07,329960,30.46
3938,684,0.06,330644,30.53
3948,1,0.0,330645,30.53
3954,874,0.08,331519,30.61
3956,700,0.06,332219,30.67
3958,726,0.07,332945,30.74
3961,1,0.0,332946,30.74
3962,1,0.0,332947,30.74
3981,877,0.08,333824,30.82
3990,1,0.0,333825,30.82
4002,1,0.0,333826,30.82
4008,1,0.0,333827,30.82
4011,1,0.0,333828,30.82
4012,1,0.0,333829,30.82
4013,742,0.07,334571,30.89
4014,1,0.0,334572,30.89
4022,1,0.0,334573,30.89
4025,681,0.06,335254,30.95
4028,484,0.04,335738,31.0
4030,1,0.0,335739,31.0
4032,854,0.08,336593,31.08
4033,2,0.0,336595,31.08
4034,548,0.05,337143,31.13
4035,2,0.0,337145,31.13
4043,489,0.05,337634,31.17
4045,1,0.0,337635,31.17
4048,445,0.04,338080,31.21
4063,541,0.05,338621,31.26
4067,1,0.0,338622,31.26
4075,788,0.07,339410,31.34
4083,5,0.0,339415,31.34
4091,1,0.0,339416,31.34
4105,1,0.0,339417,31.34
4108,1,0.0,339418,31.34
4117,738,0.07,340156,31.41
4123,2,0.0,340158,31.41
4125,676,0.06,340834,31.47
4126,1,0.0,340835,31.47
4130,1,0.0,340836,31.47
4139,1,0.0,340837,31.47
4149,992,0.09,341829,31.56
4156,1019,0.09,342848,31.65
4157,555,0.05,343403,31.71
4163,661,0.06,344064,31.77
4164,652,0.06,344716,31.83
4166,683,0.06,345399,31.89
4172,615,0.06,346014,31.95
4176,2,0.0,346016,31.95
4180,628,0.06,346644,32.0
4181,1,0.0,346645,32.0
4193,766,0.07,347411,32.08
4203,1,0.0,347412,32.08
4206,1,0.0,347413,32.08
4209,2,0.0,347415,32.08
4213,643,0.06,348058,32.13
4221,655,0.06,348713,32.2
4252,1,0.0,348714,32.2
4258,1,0.0,348715,32.2
4262,1548,0.14,350263,32.34
4268,657,0.06,350920,32.4
4288,3,0.0,350923,32.4
4291,2,0.0,350925,32.4
4309,911,0.08,351836,32.48
4310,589,0.05,352425,32.54
4311,1,0.0,352426,32.54
4312,606,0.06,353032,32.59
4319,568,0.05,353600,32.65
4321,1,0.0,353601,32.65
4322,568,0.05,354169,32.7
4323,1,0.0,354170,32.7
4324,674,0.06,354844,32.76
4326,873,0.08,355717,32.84
4329,2,0.0,355719,32.84
4333,2,0.0,355721,32.84
4356,1,0.0,355722,32.84
4374,1,0.0,355723,32.84
4390,1,0.0,355724,32.84
4392,2,0.0,355726,32.84
4396,1,0.0,355727,32.84
4397,701,0.06,356428,32.91
4399,2,0.0,356430,32.91
4400,804,0.07,357234,32.98
4405,2,0.0,357236,32.98
4409,421,0.04,357657,33.02
4416,877,0.08,358534,33.1
4421,1,0.0,358535,33.1
4426,789,0.07,359324,33.17
4434,1,0.0,359325,33.18
4444,738,0.07,360063,33.24
4453,4,0.0,360067,33.24
4466,1,0.0,360068,33.24
4471,2,0.0,360070,33.24
4472,748,0.07,360818,33.31
4477,3,0.0,360821,33.31
4478,649,0.06,361470,33.37
4480,1,0.0,361471,33.37
4482,3,0.0,361474,33.37
4485,22,0.0,361496,33.38
4491,31,0.0,361527,33.38
4498,1,0.0,361528,33.38
4511,449,0.04,361977,33.42
4519,900,0.08,362877,33.5
4520,6,0.0,362883,33.5
4541,1,0.0,362884,33.5
4544,551,0.05,363435,33.55
4554,641,0.06,364076,33.61
4562,688,0.06,364764,33.68
4578,2,0.0,364766,33.68
4582,1,0.0,364767,33.68
4619,7,0.0,364774,33.68
4630,1,0.0,364775,33.68
4641,528,0.05,365303,33.73
4650,1,0.0,365304,33.73
4683,1614,0.15,366918,33.88
4688,2,0.0,366920,33.88
4696,729,0.07,367649,33.94
4698,15,0.0,367664,33.94
4701,825,0.08,368489,34.02
4704,564,0.05,369053,34.07
4718,524,0.05,369577,34.12
4725,1,0.0,369578,34.12
4734,683,0.06,370261,34.18
4737,1,0.0,370262,34.18
4741,1,0.0,370263,34.18
4747,590,0.05,370853,34.24
4748,2,0.0,370855,34.24
4751,816,0.08,371671,34.31
4755,910,0.08,372581,34.4
4756,1,0.0,372582,34.4
4764,571,0.05,373153,34.45
4766,5,0.0,373158,34.45
4768,1,0.0,373159,34.45
4779,1,0.0,373160,34.45
4784,16,0.0,373176,34.45
4793,781,0.07,373957,34.53
4797,1,0.0,373958,34.53
4813,3,0.0,373961,34.53
4823,648,0.06,374609,34.59
4826,2,0.0,374611,34.59
4840,602,0.06,375213,34.64
4842,1,0.0,375214,34.64
4846,1,0.0,375215,34.64
4867,1,0.0,375216,34.64
4880,1,0.0,375217,34.64
4884,685,0.06,375902,34.71
4886,1,0.0,375903,34.71
4901,657,0.06,376560,34.77
4904,1,0.0,376561,34.77
4909,1,0.0,376562,34.77
4912,2,0.0,376564,34.77
4919,660,0.06,377224,34.83
4930,1,0.0,377225,34.83
4947,582,0.05,377807,34.88
4957,2,0.0,377809,34.88
4962,802,0.07,378611,34.96
4967,835,0.08,379446,35.03
4975,803,0.07,380249,35.11
4982,6,0.0,380255,35.11
4984,1,0.0,380256,35.11
4986,2,0.0,380258,35.11
4991,3,0.0,380261,35.11
4999,428,0.04,380689,35.15
5001,1,0.0,380690,35.15
5026,1,0.0,380691,35.15
5032,1,0.0,380692,35.15
5036,4,0.0,380696,35.15
5041,809,0.07,381505,35.22
5054,733,0.07,382238,35.29
5058,614,0.06,382852,35.35
5061,1,0.0,382853,35.35
5066,1,0.0,382854,35.35
5071,1,0.0,382855,35.35
5074,1,0.0,382856,35.35
5076,666,0.06,383522,35.41
5080,593,0.05,384115,35.46
5098,1,0.0,384116,35.46
5101,840,0.08,384956,35.54
5116,2,0.0,384958,35.54
5117,1,0.0,384959,35.54
5119,734,0.07,385693,35.61
5124,1,0.0,385694,35.61
5138,1,0.0,385695,35.61
5139,36,0.0,385731,35.61
5152,2,0.0,385733,35.61
5154,1,0.0,385734,35.61
5165,1,0.0,385735,35.61
5167,2,0.0,385737,35.61
5178,1,0.0,385738,35.61
5185,2,0.0,385740,35.61
5188,882,0.08,386622,35.7
5193,2,0.0,386624,35.7
5196,450,0.04,387074,35.74
5198,568,0.05,387642,35.79
5200,834,0.08,388476,35.87
5205,747,0.07,389223,35.94
5210,550,0.05,389773,35.99
5213,649,0.06,390422,36.05
5233,1,0.0,390423,36.05
5240,908,0.08,391331,36.13
5242,1,0.0,391332,36.13
5247,1,0.0,391333,36.13
5251,7,0.0,391340,36.13
5252,890,0.08,392230,36.21
5260,697,0.06,392927,36.28
5270,1,0.0,392928,36.28
5273,1,0.0,392929,36.28
5274,1,0.0,392930,36.28
5287,1,0.0,392931,36.28
5289,1,0.0,392932,36.28
5292,472,0.04,393404,36.32
5296,830,0.08,394234,36.4
5301,1,0.0,394235,36.4
5317,1195,0.11,395430,36.51
5320,1,0.0,395431,36.51
5321,1,0.0,395432,36.51
5324,700,0.06,396132,36.57
5329,1,0.0,396133,36.57
5332,1,0.0,396134,36.57
5338,1,0.0,396135,36.57
5340,614,0.06,396749,36.63
5346,2,0.0,396751,36.63
5362,1,0.0,396752,36.63
5377,1,0.0,396753,36.63
5380,2,0.0,396755,36.63
5382,3,0.0,396758,36.63
5388,1,0.0,396759,36.63
5400,703,0.06,397462,36.7
5404,1,0.0,397463,36.7
5438,1,0.0,397464,36.7
5444,1133,0.1,398597,36.8
5462,2,0.0,398599,36.8
5472,1202,0.11,399801,36.91
5473,725,0.07,400526,36.98
5521,1,0.0,400527,36.98
5535,3,0.0,400530,36.98
5542,1,0.0,400531,36.98
5549,663,0.06,401194,37.04
5553,1,0.0,401195,37.04
5573,718,0.07,401913,37.11
5581,522,0.05,402435,37.16
5593,1,0.0,402436,37.16
5599,1,0.0,402437,37.16
5608,498,0.05,402935,37.2
5612,1,0.0,402936,37.2
5614,28,0.0,402964,37.2
5617,838,0.08,403802,37.28
5625,571,0.05,404373,37.33
5627,1,0.0,404374,37.33
5637,1,0.0,404375,37.33
5638,621,0.06,404996,37.39
5647,681,0.06,405677,37.45
5649,4,0.0,405681,37.45
5675,562,0.05,406243,37.51
5677,1,0.0,406244,37.51
5687,717,0.07,406961,37.57
5688,747,0.07,407708,37.64
5691,2,0.0,407710,37.64
5699,4,0.0,407714,37.64
5716,597,0.06,408311,37.7
5723,1,0.0,408312,37.7
5727,894,0.08,409206,37.78
5733,548,0.05,409754,37.83
5736,1,0.0,409755,37.83
5737,1,0.0,409756,37.83
5740,1,0.0,409757,37.83
5754,1,0.0,409758,37.83
5768,731,0.07,410489,37.9
5777,3,0.0,410492,37.9
5785,1,0.0,410493,37.9
5804,1,0.0,410494,37.9
5813,1,0.0,410495,37.9
5837,512,0.05,411007,37.95
5867,2,0.0,411009,37.95
5871,2,0.0,411011,37.95
5874,1,0.0,411012,37.95
5879,1,0.0,411013,37.95
5903,1,0.0,411014,37.95
5917,7,0.0,411021,37.95
5923,1,0.0,411022,37.95
5934,9,0.0,411031,37.95
5940,2,0.0,411033,37.95
5945,2,0.0,411035,37.95
5956,1,0.0,411036,37.95
5964,1,0.0,411037,37.95
5965,1,0.0,411038,37.95
5968,1058,0.1,412096,38.05
5976,1,0.0,412097,38.05
5984,572,0.05,412669,38.1
5997,577,0.05,413246,38.15
6001,502,0.05,413748,38.2
6023,558,0.05,414306,38.25
6029,2,0.0,414308,38.25
6061,4,0.0,414312,38.25
6062,1,0.0,414313,38.25
6069,1,0.0,414314,38.25
6073,2,0.0,414316,38.25
6074,548,0.05,414864,38.3
6083,451,0.04,415315,38.34
6089,3,0.0,415318,38.34
6090,1,0.0,415319,38.34
6105,644,0.06,415963,38.4
6108,1,0.0,415964,38.4
6127,1,0.0,415965,38.4
6135,815,0.08,416780,38.48
6149,684,0.06,417464,38.54
6181,2,0.0,417466,38.54
6188,7,0.0,417473,38.54
6193,1,0.0,417474,38.54
6194,720,0.07,418194,38.61
6205,1,0.0,418195,38.61
6206,763,0.07,418958,38.68
6213,11,0.0,418969,38.68
6219,626,0.06,419595,38.74
6220,586,0.05,420181,38.79
6229,23,0.0,420204,38.8
6233,1,0.0,420205,38.8
6242,2,0.0,420207,38.8
6244,466,0.04,420673,38.84
6246,1,0.0,420674,38.84
6250,6,0.0,420680,38.84
6256,1,0.0,420681,38.84
6260,554,0.05,421235,38.89
6263,598,0.06,421833,38.95
6264,1,0.0,421834,38.95
6266,1,0.0,421835,38.95
6267,1013,0.09,422848,39.04
6275,1,0.0,422849,39.04
6286,5,0.0,422854,39.04
6294,619,0.06,423473,39.1
6299,1,0.0,423474,39.1
6311,299,0.03,423773,39.13
6312,1,0.0,423774,39.13
6316,471,0.04,424245,39.17
6326,1,0.0,424246,39.17
6329,6,0.0,424252,39.17
6343,2,0.0,424254,39.17
6344,1,0.0,424255,39.17
6348,1,0.0,424256,39.17
6357,1,0.0,424257,39.17
6358,882,0.08,425139,39.25
6370,24,0.0,425163,39.25
6402,1,0.0,425164,39.25
6423,447,0.04,425611,39.29
6451,785,0.07,426396,39.37
6454,1,0.0,426397,39.37
6457,788,0.07,427185,39.44
6462,617,0.06,427802,39.5
6488,550,0.05,428352,39.55
6503,1,0.0,428353,39.55
6517,2,0.0,428355,39.55
6525,2,0.0,428357,39.55
6564,542,0.05,428899,39.6
6593,1,0.0,428900,39.6
6606,3,0.0,428903,39.6
6619,1,0.0,428904,39.6
6626,933,0.09,429837,39.69
6634,1,0.0,429838,39.69
6638,2,0.0,429840,39.69
6649,1,0.0,429841,39.69
6655,576,0.05,430417,39.74
6670,539,0.05,430956,39.79
6673,506,0.05,431462,39.84
6686,1,0.0,431463,39.84
6693,1,0.0,431464,39.84
6700,506,0.05,431970,39.88
6705,1,0.0,431971,39.88
6713,679,0.06,432650,39.94
6715,21,0.0,432671,39.95
6717,1,0.0,432672,39.95
6721,651,0.06,433323,40.01
6737,1,0.0,433324,40.01
6740,1,0.0,433325,40.01
6752,1,0.0,433326,40.01
6754,844,0.08,434170,40.09
6765,1,0.0,434171,40.09
6810,1,0.0,434172,40.09
6811,1,0.0,434173,40.09
6819,633,0.06,434806,40.14
6820,1,0.0,434807,40.14
6823,587,0.05,435394,40.2
6827,2,0.0,435396,40.2
6831,1,0.0,435397,40.2
6834,471,0.04,435868,40.24
6850,1,0.0,435869,40.24
6858,654,0.06,436523,40.3
6861,2,0.0,436525,40.3
6871,2,0.0,436527,40.3
6887,1,0.0,436528,40.3
6888,781,0.07,437309,40.38
6889,535,0.05,437844,40.42
6890,2,0.0,437846,40.42
6894,1,0.0,437847,40.42
6924,3,0.0,437850,40.42
6926,751,0.07,438601,40.49
6939,364,0.03,438965,40.53
6940,1,0.0,438966,40.53
6942,1,0.0,438967,40.53
6943,1,0.0,438968,40.53
6973,490,0.05,439458,40.57
6989,451,0.04,439909,40.62
6993,1,0.0,439910,40.62
6995,1,0.0,439911,40.62
7003,1,0.0,439912,40.62
7013,3,0.0,439915,40.62
7029,1,0.0,439916,40.62
7034,1,0.0,439917,40.62
7047,875,0.08,440792,40.7
7060,1,0.0,440793,40.7
7063,670,0.06,441463,40.76
7085,11,0.0,441474,40.76
7087,1,0.0,441475,40.76
7088,1,0.0,441476,40.76
7094,1,0.0,441477,40.76
7096,820,0.08,442297,40.84
7102,418,0.04,442715,40.87
7104,757,0.07,443472,40.94
7106,652,0.06,444124,41.0
7111,813,0.08,444937,41.08
7117,2,0.0,444939,41.08
7125,1,0.0,444940,41.08
7134,497,0.05,445437,41.13
7137,1,0.0,445438,41.13
7155,1,0.0,445439,41.13
7170,548,0.05,445987,41.18
7182,1,0.0,445988,41.18
7202,1,0.0,445989,41.18
7212,1,0.0,445990,41.18
7213,736,0.07,446726,41.24
7214,4,0.0,446730,41.24
7231,582,0.05,447312,41.3
7245,542,0.05,447854,41.35
7254,3,0.0,447857,41.35
7260,1,0.0,447858,41.35
7284,559,0.05,448417,41.4
7286,2,0.0,448419,41.4
7303,1,0.0,448420,41.4
7310,917,0.08,449337,41.49
7314,437,0.04,449774,41.53
7319,1,0.0,449775,41.53
7323,707,0.07,450482,41.59
7344,1,0.0,450483,41.59
7354,880,0.08,451363,41.67
7364,1,0.0,451364,41.67
7368,2,0.0,451366,41.67
7388,1,0.0,451367,41.67
7395,1,0.0,451368,41.67
7413,613,0.06,451981,41.73
7417,1,0.0,451982,41.73
7423,5,0.0,451987,41.73
7426,746,0.07,452733,41.8
7467,764,0.07,453497,41.87
7474,1,0.0,453498,41.87
7486,1,0.0,453499,41.87
7500,1,0.0,453500,41.87
7509,1,0.0,453501,41.87
7525,944,0.09,454445,41.96
7538,1,0.0,454446,41.96
7543,1,0.0,454447,41.96
7568,1,0.0,454448,41.96
7569,1,0.0,454449,41.96
7592,4,0.0,454453,41.96
7597,1,0.0,454454,41.96
7601,2,0.0,454456,41.96
7602,588,0.05,455044,42.01
7605,1,0.0,455045,42.01
7619,1,0.0,455046,42.01
7624,895,0.08,455941,42.1
7644,1,0.0,455942,42.1
7657,569,0.05,456511,42.15
7672,1,0.0,456512,42.15
7675,605,0.06,457117,42.2
7677,642,0.06,457759,42.26
7679,1,0.0,457760,42.26
7709,455,0.04,458215,42.31
7723,11,0.0,458226,42.31
7724,1,0.0,458227,42.31
7725,961,0.09,459188,42.4
7745,578,0.05,459766,42.45
7749,446,0.04,460212,42.49
7752,1,0.0,460213,42.49
7753,591,0.05,460804,42.54
7760,1,0.0,460805,42.54
7762,741,0.07,461546,42.61
7765,713,0.07,462259,42.68
7769,1199,0.11,463458,42.79
7773,14,0.0,463472,42.79
7787,1,0.0,463473,42.79
7792,598,0.06,464071,42.85
7831,658,0.06,464729,42.91
7852,1,0.0,464730,42.91
7872,2,0.0,464732,42.91
7874,1,0.0,464733,42.91
7886,1,0.0,464734,42.91
7896,2,0.0,464736,42.91
7897,481,0.04,465217,42.95
7900,666,0.06,465883,43.01
7904,577,0.05,466460,43.07
7926,7,0.0,466467,43.07
7928,1058,0.1,467525,43.16
7942,2,0.0,467527,43.16
7974,4,0.0,467531,43.17
7977,1,0.0,467532,43.17
7986,727,0.07,468259,43.23
8003,604,0.06,468863,43.29
8005,1,0.0,468864,43.29
8006,1,0.0,468865,43.29
8012,1,0.0,468866,43.29
8014,2,0.0,468868,43.29
8019,412,0.04,469280,43.33
8021,1,0.0,469281,43.33
8024,580,0.05,469861,43.38
8030,2,0.0,469863,43.38
8033,942,0.09,470805,43.47
8036,1,0.0,470806,43.47
8046,1,0.0,470807,43.47
8060,3,0.0,470810,43.47
8062,1,0.0,470811,43.47
8072,1,0.0,470812,43.47
8079,553,0.05,471365,43.52
8082,644,0.06,472009,43.58
8086,686,0.06,472695,43.64
8088,1,0.0,472696,43.64
8090,2,0.0,472698,43.64
8115,2,0.0,472700,43.64
8125,756,0.07,473456,43.71
8131,3,0.0,473459,43.71
8141,2,0.0,473461,43.71
8150,1,0.0,473462,43.71
8151,2,0.0,473464,43.71
8152,692,0.06,474156,43.78
8157,1,0.0,474157,43.78
8168,780,0.07,474937,43.85
8172,875,0.08,475812,43.93
8177,556,0.05,476368,43.98
8197,2,0.0,476370,43.98
8202,1,0.0,476371,43.98
8203,3,0.0,476374,43.98
8223,1,0.0,476375,43.98
8224,704,0.06,477079,44.05
8240,1,0.0,477080,44.05
8244,541,0.05,477621,44.1
8246,1,0.0,477622,44.1
8249,2,0.0,477624,44.1
8252,1,0.0,477625,44.1
8254,3,0.0,477628,44.1
8268,1,0.0,477629,44.1
8274,756,0.07,478385,44.17
8277,1,0.0,478386,44.17
8290,655,0.06,479041,44.23
8300,1,0.0,479042,44.23
8316,1,0.0,479043,44.23
8330,2,0.0,479045,44.23
8337,1,0.0,479046,44.23
8359,752,0.07,479798,44.3
8400,903,0.08,480701,44.38
